"YEAR","SAMPLE","SERIAL","CBSERIAL","HHWT","CLUSTER","STRATA","GQ","PERNUM","PERWT","NCHILD","NCHLT5","SEX","AGE","MARST","RACE","RACED","HISPAN","HISPAND","EDUC","EDUCD","EMPSTAT","EMPSTATD","INCWAGE","VETSTAT","VETSTATD"
2019,201901,5046,2019000182352,50310.0,2019000050461,120001,1,1,50310.0,0,0,1,22,6,2,200,0,0,8,81,1,10,32000,1,11
2019,201901,5201,2019000192901,11610.0,2019000052011,20001,1,1,11610.0,0,0,1,39,6,1,100,0,0,6,65,1,10,30000,1,11
2019,201901,5356,2019000202816,23065.2,2019000053561,200001,1,1,23065.2,1,0,2,44,6,2,200,0,0,11,114,1,10,14900,1,11
2019,201901,5356,2019000202816,23065.2,2019000053561,200001,1,2,50155.2,0,0,1,25,6,2,200,0,0,7,71,1,10,9300,1,11
2019,201901,5666,2019000223580,2476.8,2019000056661,250001,1,1,2476.8,1,0,1,38,1,1,100,0,0,6,61,1,10,11000,1,11
2019,201901,5820,2019000233906,2322.0,2019000058201,40001,1,1,2167.2,1,0,2,39,1,1,100,0,0,11,114,1,10,16300,1,11
2019,201901,5820,2019000233906,2322.0,2019000058201,40001,1,2,1857.6,1,0,1,42,1,1,100,0,0,7,71,1,10,64000,1,11
2019,201901,5975,2019000244226,6656.4,2019000059751,30201,1,1,6656.4,0,0,1,22,6,1,100,0,0,7,71,1,10,13000,1,11
2019,201901,5975,2019000244226,6656.4,2019000059751,30201,1,2,6192.0,0,0,1,23,6,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,6130,2019000255038,29102.4,2019000061301,270301,1,1,29102.4,0,0,2,61,5,1,100,0,0,7,71,1,10,17700,1,11
2019,201901,6285,2019000265090,18885.6,2019000062851,60001,1,1,18885.6,2,0,2,32,6,1,100,0,0,6,65,1,10,25400,1,11
2019,201901,6285,2019000265090,18885.6,2019000062851,60001,1,2,13777.2,2,0,1,40,4,1,100,0,0,6,64,1,10,42200,1,11
2019,201901,6440,2019000275985,22291.2,2019000064401,270101,1,1,22446.0,0,0,2,47,4,1,100,0,0,7,71,1,10,14000,1,11
2019,201901,6594,2019000287375,8668.8,2019000065941,130401,1,2,5727.6,1,0,1,56,1,2,200,0,0,11,114,1,10,30000,1,11
2019,201901,6594,2019000287375,8668.8,2019000065941,130401,1,3,13622.4,0,0,1,30,6,2,200,0,0,10,101,1,10,8900,1,11
2019,201901,7059,2019000318083,2476.8,2019000070591,100001,1,1,2322.0,0,0,1,53,1,1,100,0,0,7,71,1,10,80000,1,11
2019,201901,7059,2019000318083,2476.8,2019000070591,100001,1,2,2012.4,0,0,2,48,1,1,100,0,0,7,71,1,10,41600,1,11
2019,201901,7214,2019000327981,21362.4,2019000072141,40001,1,1,21517.2,0,0,2,53,1,1,100,0,0,11,114,1,10,48000,1,11
2019,201901,7214,2019000327981,21362.4,2019000072141,40001,1,2,12693.6,0,0,1,41,1,1,100,0,0,7,71,1,10,55000,1,11
2019,201901,7368,2019000338324,11919.6,2019000073681,120001,1,1,11919.6,3,1,1,37,1,1,100,0,0,10,101,1,10,140000,1,11
2019,201901,7368,2019000338324,11919.6,2019000073681,120001,1,2,14551.2,3,1,2,39,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,7523,2019000350845,13932.0,2019000075231,270301,1,1,13932.0,2,0,2,57,4,1,100,0,0,8,81,1,10,0,1,11
2019,201901,7523,2019000350845,13932.0,2019000075231,270301,1,2,15325.2,2,0,1,58,4,1,100,0,0,6,63,1,10,34000,1,11
2019,201901,7523,2019000350845,13932.0,2019000075231,270301,1,11,22755.6,0,0,2,34,2,1,100,0,0,6,65,1,10,5000,1,11
2019,201901,7523,2019000350845,13932.0,2019000075231,270301,1,12,24148.8,0,0,1,46,6,1,100,0,0,6,63,1,10,15000,1,11
2019,201901,8452,2019000418175,3405.6,2019000084521,220001,1,1,3250.8,1,0,1,41,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,8452,2019000418175,3405.6,2019000084521,220001,1,2,3096.0,1,0,2,38,1,1,100,0,0,10,101,1,10,50000,1,11
2019,201901,8607,2019000430042,19659.6,2019000086071,130201,1,1,19659.6,0,0,2,60,6,2,200,0,0,7,71,1,10,36000,1,11
2019,201901,8916,2019000451091,3250.8,2019000089161,130501,1,1,3250.8,0,0,2,62,6,1,100,0,0,10,101,1,10,60000,1,11
2019,201901,9071,2019000462527,7275.6,2019000090711,40001,1,1,7275.6,0,0,2,29,6,2,200,0,0,7,71,1,12,8000,1,11
2019,201901,9071,2019000462527,7275.6,2019000090711,40001,1,2,21517.2,0,0,1,27,6,8,801,0,0,7,71,1,10,8000,1,11
2019,201901,9536,2019000494255,6966.0,2019000095361,130301,1,1,6811.2,2,0,2,40,1,1,100,0,0,11,114,1,10,50000,1,11
2019,201901,9536,2019000494255,6966.0,2019000095361,130301,1,2,7275.6,2,0,1,37,1,1,100,0,0,11,114,1,10,200000,1,11
2019,201901,9690,2019000505081,3870.0,2019000096901,270101,1,1,3870.0,2,2,1,34,1,1,100,0,0,10,101,1,10,100000,1,11
2019,201901,9690,2019000505081,3870.0,2019000096901,270101,1,2,4489.2,2,2,2,33,1,1,100,0,0,10,101,1,10,54000,1,11
2019,201901,9845,2019000515232,13003.2,2019000098451,80001,1,1,13003.2,2,0,2,49,1,1,100,0,0,7,71,1,10,85000,1,11
2019,201901,9845,2019000515232,13003.2,2019000098451,80001,1,2,9442.8,2,0,1,54,1,1,100,0,0,6,63,1,10,70000,1,11
2019,201901,9845,2019000515232,13003.2,2019000098451,80001,1,3,16254.0,0,0,1,22,6,1,100,0,0,6,65,1,10,35000,1,11
2019,201901,10000,2019000525434,7275.6,2019000100001,230001,1,1,7430.4,0,0,2,20,6,1,100,0,0,6,64,1,10,22800,1,11
2019,201901,10155,2019000537895,6501.6,2019000101551,250001,1,1,6501.6,0,0,2,44,3,1,100,0,0,10,101,1,10,14000,1,11
2019,201901,10310,2019000548201,7894.8,2019000103101,30101,1,1,7894.8,0,0,1,26,6,1,100,0,0,10,101,1,10,73000,1,11
2019,201901,10619,2019000569266,1702.8,2019000106191,50001,1,1,1702.8,1,0,1,60,1,1,100,0,0,8,81,1,10,76000,1,11
2019,201901,10619,2019000569266,1702.8,2019000106191,50001,1,2,1083.6,1,0,2,57,1,1,100,0,0,6,63,1,10,16800,1,11
2019,201901,10619,2019000569266,1702.8,2019000106191,50001,1,3,2786.4,0,0,2,29,6,1,100,0,0,10,101,1,10,37100,1,11
2019,201901,10774,2019000579793,15325.2,2019000107741,130501,1,1,15325.2,0,0,1,46,4,2,200,0,0,11,114,1,10,75000,1,11
2019,201901,10774,2019000579793,15325.2,2019000107741,130501,1,2,12384.0,0,0,2,42,4,2,200,0,0,11,114,1,14,75000,1,12
2019,201901,10929,2019000591241,12848.4,2019000109291,90001,1,1,13003.2,1,0,2,60,2,1,100,0,0,6,63,1,10,23000,1,11
2019,201901,10929,2019000591241,12848.4,2019000109291,90001,1,2,18421.2,0,0,1,33,6,1,100,0,0,5,50,1,10,18000,1,11
2019,201901,11084,2019000602772,5108.4,2019000110841,260001,1,1,5108.4,3,3,1,32,1,1,100,0,0,7,71,1,10,19500,1,11
2019,201901,11238,2019000613221,13003.2,2019000112381,100001,1,2,15789.6,0,0,2,64,1,1,100,0,0,6,63,1,10,28000,1,11
2019,201901,11393,2019000623485,24148.8,2019000113931,270201,1,2,17647.2,0,0,1,60,1,2,200,0,0,10,101,1,10,50000,2,20
2019,201901,11548,2019000633484,19040.4,2019000115481,10001,1,1,19040.4,0,0,1,54,1,1,100,0,0,6,65,1,10,75000,1,11
2019,201901,11548,2019000633484,19040.4,2019000115481,10001,1,2,13932.0,0,0,2,50,1,1,100,0,0,8,81,1,10,45000,1,11
2019,201901,11703,2019000644739,7120.8,2019000117031,230001,1,1,7120.8,0,0,1,23,4,1,100,0,0,6,63,1,10,28000,1,11
2019,201901,11703,2019000644739,7120.8,2019000117031,230001,1,2,9907.2,0,0,2,22,6,1,100,0,0,7,71,1,10,19000,1,11
2019,201901,12012,2019000666137,5572.8,2019000120121,270201,1,1,5727.6,1,0,1,53,1,2,200,0,0,8,81,1,10,150000,1,11
2019,201901,12012,2019000666137,5572.8,2019000120121,270201,1,2,8049.6,1,0,2,51,1,2,200,0,0,11,114,1,10,32000,1,11
2019,201901,12632,2019000709224,1857.6,2019000126321,70001,1,3,2631.6,3,1,2,32,3,1,100,0,0,6,63,1,10,190,1,11
2019,201901,13096,2019000740403,11145.6,2019000130961,130101,1,1,11145.6,1,0,2,50,1,8,801,0,0,11,114,1,12,60000,1,11
2019,201901,13096,2019000740403,11145.6,2019000130961,130101,1,3,11455.2,0,0,2,18,6,8,801,0,0,6,63,1,10,4000,1,11
2019,201901,13251,2019000750802,1393.2,2019000132511,140001,1,1,1393.2,2,0,2,44,1,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,13251,2019000750802,1393.2,2019000132511,140001,1,3,4024.8,0,0,2,20,6,1,100,0,0,8,81,1,10,3000,1,11
2019,201901,13251,2019000750802,1393.2,2019000132511,140001,1,4,4953.6,0,0,1,19,6,1,100,0,0,6,63,1,10,7200,1,11
2019,201901,13406,2019000762188,9288.0,2019000134061,100001,1,1,9133.2,0,0,1,63,1,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,13406,2019000762188,9288.0,2019000134061,100001,1,2,10371.6,0,0,2,58,1,1,100,0,0,6,63,1,10,34200,1,11
2019,201901,13560,2019000773764,14706.0,2019000135601,40001,1,2,44582.4,0,0,1,58,4,1,100,0,0,6,63,1,10,42000,2,20
2019,201901,13715,2019000785282,59752.8,2019000137151,20001,1,1,59752.8,0,0,1,31,1,1,100,0,0,11,114,1,10,42000,1,11
2019,201901,13715,2019000785282,59752.8,2019000137151,20001,1,2,67492.8,0,0,2,30,1,1,100,0,0,7,71,1,10,35000,1,11
2019,201901,13870,2019000796521,774.0,2019000138701,80001,1,1,928.8,0,0,1,59,1,1,100,0,0,6,63,1,10,52000,1,11
2019,201901,13870,2019000796521,774.0,2019000138701,80001,1,3,774.0,0,0,1,18,6,1,100,0,0,6,63,1,10,6000,1,11
2019,201901,14025,2019000806356,2167.2,2019000140251,50001,1,1,2167.2,3,1,2,29,4,1,100,0,0,7,71,1,10,15000,1,11
2019,201901,14180,2019000817315,17956.8,2019000141801,100001,1,1,17956.8,0,0,1,28,6,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,14334,2019000827220,19195.2,2019000143341,10001,1,2,25696.8,3,3,1,33,1,1,100,0,0,8,81,1,10,65000,1,11
2019,201901,14489,2019000837785,30340.8,2019000144891,130401,1,1,30340.8,2,1,1,34,1,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,14954,2019000872261,10526.4,2019000149541,220001,1,1,10681.2,2,1,2,37,1,1,100,0,0,7,71,1,10,27000,1,11
2019,201901,15108,2019000882464,12848.4,2019000151081,110001,1,1,12693.6,0,0,2,24,1,1,100,0,0,8,81,1,10,23800,1,11
2019,201901,15108,2019000882464,12848.4,2019000151081,110001,1,2,11300.4,0,0,1,26,1,1,100,0,0,6,63,1,10,20000,1,11
2019,201901,15263,2019000891702,19659.6,2019000152631,60001,1,1,19659.6,0,0,1,29,1,1,100,0,0,6,65,1,10,39000,1,11
2019,201901,15263,2019000891702,19659.6,2019000152631,60001,1,2,13932.0,0,0,2,24,1,1,100,0,0,10,101,1,10,31200,1,11
2019,201901,15418,2019000903366,5263.2,2019000154181,200001,1,1,5108.4,2,1,1,40,1,1,100,0,0,7,71,1,10,34000,1,11
2019,201901,15573,2019000914098,7894.8,2019000155731,250001,1,1,7894.8,0,0,1,59,5,1,100,0,0,6,63,1,10,0,1,11
2019,201901,15728,2019000926748,3560.4,2019000157281,130501,1,1,3560.4,0,0,1,55,1,1,100,0,0,8,81,1,10,60000,1,11
2019,201901,15882,2019000936700,31888.8,2019000158821,60001,1,1,32043.6,1,0,1,39,1,1,100,0,0,8,81,1,10,50000,1,11
2019,201901,15882,2019000936700,31888.8,2019000158821,60001,1,2,29412.0,1,0,2,38,1,1,100,0,0,8,81,1,10,16000,1,11
2019,201901,16656,2019000990795,7430.4,2019000166561,130301,1,2,12848.4,0,0,1,53,1,1,100,0,0,11,115,1,10,180000,1,11
2019,201901,16966,2019001012586,21672.0,2019000169661,30101,1,1,21517.2,0,0,1,32,1,1,100,0,0,11,116,1,10,71000,1,11
2019,201901,16966,2019001012586,21672.0,2019000169661,30101,1,2,19195.2,0,0,2,33,1,1,100,0,0,11,114,1,10,76000,1,11
2019,201901,17121,2019001022093,24768.0,2019000171211,200001,1,1,24768.0,0,0,1,25,6,1,100,0,0,6,63,1,10,31000,1,11
2019,201901,17121,2019001022093,24768.0,2019000171211,200001,1,2,33282.0,0,0,1,33,6,1,100,0,0,8,81,1,10,35000,1,11
2019,201901,17276,2019001033139,10371.6,2019000172761,10001,1,2,8514.0,2,2,2,25,3,1,100,0,0,6,61,1,10,1200,1,11
2019,201901,17430,2019001042622,16718.4,2019000174301,90001,1,2,25851.6,1,0,1,46,4,1,100,0,0,6,63,1,10,26000,1,11
2019,201901,17585,2019001054479,58978.8,2019000175851,90001,1,1,58978.8,0,0,1,54,4,1,100,0,0,6,63,1,10,52000,1,11
2019,201901,17740,2019001066885,2167.2,2019000177401,80001,1,1,2167.2,0,0,2,59,1,1,100,0,0,7,71,1,10,150000,1,11
2019,201901,17740,2019001066885,2167.2,2019000177401,80001,1,2,1238.4,0,0,1,57,1,1,100,0,0,6,64,1,10,0,2,20
2019,201901,18204,2019001101973,5572.8,2019000182041,30201,1,2,5727.6,1,0,1,55,1,1,100,0,0,11,116,1,10,176000,2,20
2019,201901,18514,2019001123098,7430.4,2019000185141,200001,1,2,12538.8,0,0,1,41,6,2,200,0,0,8,81,1,10,32000,2,20
2019,201901,19133,2019001165019,8204.4,2019000191331,80001,1,1,8204.4,0,0,1,34,1,1,100,0,0,10,101,1,10,45000,1,11
2019,201901,19133,2019001165019,8204.4,2019000191331,80001,1,2,2631.6,0,0,2,23,1,1,100,0,0,10,101,1,10,10000,1,11
2019,201901,19907,2019001220459,34056.0,2019000199071,130401,1,1,34056.0,3,0,2,41,4,1,100,0,0,7,71,1,10,51000,1,11
2019,201901,19907,2019001220459,34056.0,2019000199071,130401,1,2,35449.2,3,0,1,43,4,1,100,0,0,7,71,1,10,90000,2,20
2019,201901,20217,2019001241660,25851.6,2019000202171,120001,1,1,25851.6,2,0,1,43,1,1,100,0,0,6,65,1,10,72000,1,11
2019,201901,20217,2019001241660,25851.6,2019000202171,120001,1,2,30960.0,2,0,2,40,1,1,100,0,0,6,65,1,10,45000,1,11
2019,201901,20681,2019001274536,17956.8,2019000206811,240001,1,1,17956.8,0,0,1,45,1,1,100,0,0,6,63,1,10,75000,1,11
2019,201901,20681,2019001274536,17956.8,2019000206811,240001,1,2,29257.2,0,0,2,52,1,1,100,0,0,8,81,1,10,16800,1,11
2019,201901,21146,2019001305921,23220.0,2019000211461,20001,1,1,23220.0,0,0,1,60,4,1,100,0,0,6,65,1,10,25600,1,11
2019,201901,21300,2019001316288,8204.4,2019000213001,270201,1,1,8204.4,0,0,1,58,4,1,100,0,0,8,81,1,10,130000,1,11
2019,201901,21610,2019001338048,11764.8,2019000216101,120001,1,1,11610.0,1,0,2,37,1,1,100,3,300,6,63,1,10,30000,1,11
2019,201901,21610,2019001338048,11764.8,2019000216101,120001,1,2,10062.0,1,0,1,41,1,1,100,3,300,6,63,1,10,30000,1,11
2019,201901,21765,2019001348584,9442.8,2019000217651,120001,1,1,9597.6,0,0,2,25,6,1,100,0,0,10,101,1,10,52000,1,11
2019,201901,21920,2019001360743,8049.6,2019000219201,10001,1,2,10836.0,1,0,1,54,1,1,100,0,0,8,81,1,10,93000,2,20
2019,201901,21920,2019001360743,8049.6,2019000219201,10001,1,4,15015.6,0,0,2,22,1,1,100,0,0,6,63,1,10,8000,1,11
2019,201901,22074,2019001371725,22600.8,2019000220741,70001,1,1,22600.8,0,0,1,61,1,1,100,0,0,6,63,1,10,36500,1,11
2019,201901,22074,2019001371725,22600.8,2019000220741,70001,1,2,23839.2,0,0,2,61,1,1,100,0,0,6,63,1,10,37400,1,11
2019,201901,22384,2019001392992,43498.8,2019000223841,130201,1,1,43498.8,0,0,2,47,6,1,100,0,0,11,116,1,10,100000,1,11
2019,201901,22539,2019001402768,25232.4,2019000225391,270201,1,1,25232.4,2,2,1,64,1,6,640,0,0,2,26,1,10,59000,1,11
2019,201901,22694,2019010008172,1548.0,2019000226941,40002,4,1,1548.0,0,0,1,20,6,8,802,0,0,7,71,1,14,26000,1,13
2019,201901,22848,2019010056184,15944.4,2019000228481,10102,4,1,15944.4,0,0,1,56,4,1,100,0,0,6,64,1,10,30000,1,11
2019,201901,23468,2019000174791,29566.8,2019000234681,10202,1,1,29412.0,3,0,2,37,4,1,100,0,0,11,114,1,10,35000,1,11
2019,201901,23777,2019000355707,4024.8,2019000237771,40002,1,1,4179.6,3,0,2,62,1,3,375,0,0,6,65,1,10,3500,1,11
2019,201901,23777,2019000355707,4024.8,2019000237771,40002,1,2,3560.4,3,0,1,62,1,3,375,0,0,6,65,1,10,150000,1,11
2019,201901,23777,2019000355707,4024.8,2019000237771,40002,1,4,3870.0,0,0,1,23,6,3,375,0,0,5,50,1,10,420,1,11
2019,201901,23932,2019000451516,8204.4,2019000239321,40002,1,1,8204.4,2,0,2,56,1,1,100,0,0,7,71,1,10,98000,1,11
2019,201901,24087,2019000552174,4179.6,2019000240871,30002,1,1,4179.6,0,0,1,57,5,1,100,0,0,6,63,1,10,100000,1,11
2019,201901,24551,2019000838507,4334.4,2019000245511,40002,1,1,4334.4,4,0,2,43,6,3,324,0,0,6,63,1,10,35000,1,11
2019,201901,24551,2019000838507,4334.4,2019000245511,40002,1,2,2941.2,4,0,1,42,6,1,100,0,0,10,101,1,10,65000,1,11
2019,201901,24706,2019000943843,29721.6,2019000247061,40002,1,1,29876.4,1,1,2,28,6,3,375,0,0,6,63,1,10,60000,1,11
2019,201901,24861,2019001048518,6656.4,2019000248611,40002,1,1,6656.4,0,0,2,41,1,1,100,0,0,8,81,1,10,30000,1,11
2019,201901,24861,2019001048518,6656.4,2019000248611,40002,1,2,4024.8,0,0,1,42,1,1,100,0,0,10,101,1,10,55000,1,13
2019,201901,25170,2019001236465,4179.6,2019000251701,40002,1,1,4179.6,0,0,1,31,6,3,375,0,0,5,50,1,10,12000,1,11
2019,201901,25325,2019001339029,14860.8,2019000253251,30002,1,1,14860.8,1,1,2,34,1,1,100,0,0,7,71,1,10,55000,1,11
2019,201901,25325,2019001339029,14860.8,2019000253251,30002,1,2,14241.6,1,1,1,39,1,1,100,0,0,6,63,1,10,0,1,11
2019,201901,25325,2019001339029,14860.8,2019000253251,30002,1,4,31888.8,1,0,2,51,4,1,100,0,0,7,71,1,10,0,1,11
2019,201901,25480,2019010001402,1702.8,2019000254801,50004,4,1,1702.8,0,0,1,19,6,1,100,0,0,7,71,1,10,2300,1,11
2019,201901,25944,2019010022560,928.8,2019000259441,10104,4,1,928.8,0,0,1,29,6,1,100,0,0,8,81,1,10,42000,1,11
2019,201901,27338,2019010089293,16099.2,2019000273381,11804,4,1,16099.2,0,0,2,18,6,1,100,0,0,6,65,1,10,17500,1,11
2019,201901,27957,2019010118161,7120.8,2019000279571,40004,4,1,7120.8,0,0,2,41,6,1,100,1,100,6,63,1,10,55000,1,11
2019,201901,28886,2019000011962,2941.2,2019000288861,30004,1,1,2941.2,0,0,2,58,6,3,315,0,0,6,63,1,10,43000,1,11
2019,201901,29350,2019000038531,12074.4,2019000293501,13204,1,1,12074.4,2,0,1,43,1,7,700,4,450,10,101,1,10,50000,2,20
2019,201901,29350,2019000038531,12074.4,2019000293501,13204,1,2,11610.0,2,0,2,46,1,6,640,0,0,11,116,1,10,180000,1,11
2019,201901,29814,2019000063807,4334.4,2019000298141,20504,1,1,4334.4,0,0,2,65,6,1,100,0,0,7,71,1,10,60000,1,11
2019,201901,29969,2019000071578,17028.0,2019000299691,12904,1,2,16718.4,1,1,1,38,1,1,100,0,0,10,101,1,10,85000,1,11
2019,201901,30588,2019000102038,18111.6,2019000305881,80004,1,1,18111.6,0,0,1,58,1,1,100,1,100,7,71,1,10,110000,1,11
2019,201901,30588,2019000102038,18111.6,2019000305881,80004,1,2,34210.8,0,0,2,55,1,1,100,1,100,7,71,1,10,40000,1,11
2019,201901,30743,2019000110705,15015.6,2019000307431,11304,1,2,13467.6,1,0,2,61,1,1,100,0,0,11,115,1,10,389000,1,11
2019,201901,30898,2019000119167,15325.2,2019000308981,12404,1,1,15325.2,2,0,2,55,1,2,200,0,0,7,71,1,10,46100,1,11
2019,201901,30898,2019000119167,15325.2,2019000308981,12404,1,2,15325.2,2,0,1,58,1,2,200,0,0,6,63,1,10,65000,2,20
2019,201901,30898,2019000119167,15325.2,2019000308981,12404,1,3,19504.8,0,0,1,19,6,2,200,0,0,6,65,1,10,8000,1,11
2019,201901,31053,2019000126671,7275.6,2019000310531,10004,1,1,7120.8,1,0,1,45,1,1,100,0,0,11,114,1,10,110000,2,20
2019,201901,31053,2019000126671,7275.6,2019000310531,10004,1,2,8049.6,1,0,2,42,1,1,100,0,0,8,81,1,10,32000,1,11
2019,201901,31208,2019000133860,4644.0,2019000312081,80304,1,1,4489.2,0,0,2,63,1,1,100,0,0,10,101,1,10,25200,1,11
2019,201901,31362,2019000143235,19350.0,2019000313621,20904,1,1,19350.0,0,0,1,59,1,1,100,0,0,10,101,1,10,73000,1,11
2019,201901,31362,2019000143235,19350.0,2019000313621,20904,1,2,19969.2,0,0,2,58,1,1,100,0,0,10,101,1,10,35000,1,11
2019,201901,31517,2019000150783,17647.2,2019000315171,12904,1,1,17647.2,1,1,2,30,6,1,100,0,0,8,81,1,10,16400,1,11
2019,201901,31517,2019000150783,17647.2,2019000315171,12904,1,2,16099.2,1,1,1,39,4,1,100,1,100,10,101,1,10,180000,1,11
2019,201901,32291,2019000189793,8049.6,2019000322911,12804,1,1,8204.4,0,0,2,53,6,1,100,0,0,7,71,1,10,33000,1,11
2019,201901,32291,2019000189793,8049.6,2019000322911,12804,1,2,7585.2,0,0,1,52,4,1,100,0,0,6,64,1,10,45300,2,20
2019,201901,32446,2019000197283,16254.0,2019000324461,11204,1,1,16254.0,1,0,2,58,1,1,100,0,0,11,115,1,10,389000,1,11
2019,201901,32446,2019000197283,16254.0,2019000324461,11204,1,2,15944.4,1,0,1,59,1,1,100,0,0,11,115,1,10,205000,1,11
2019,201901,32910,2019000220587,10836.0,2019000329101,11204,1,1,10990.8,1,1,1,53,1,1,100,0,0,11,115,1,10,60000,1,11
2019,201901,32910,2019000220587,10836.0,2019000329101,11204,1,4,14241.6,0,0,2,21,6,1,100,0,0,7,71,1,10,0,1,11
2019,201901,33375,2019000243192,10216.8,2019000333751,12404,1,1,10216.8,0,0,1,58,1,2,200,0,0,7,71,1,10,52000,1,11
2019,201901,33530,2019000251396,35294.4,2019000335301,10304,1,1,35449.2,1,0,1,54,1,1,100,1,100,6,65,1,10,56000,1,11
2019,201901,33530,2019000251396,35294.4,2019000335301,10304,1,3,44118.0,2,2,2,23,4,1,100,1,100,7,71,1,10,40000,1,11
2019,201901,33839,2019000267089,7275.6,2019000338391,20904,1,1,7430.4,1,0,1,61,6,1,100,0,0,6,63,1,10,47000,2,20
2019,201901,33839,2019000267089,7275.6,2019000338391,20904,1,2,9597.6,1,0,2,54,6,1,100,0,0,6,65,1,10,35500,1,11
2019,201901,34149,2019000282017,7430.4,2019000341491,90004,1,1,7585.2,0,0,1,61,1,1,100,0,0,7,71,1,10,48700,1,11
2019,201901,34149,2019000282017,7430.4,2019000341491,90004,1,2,8978.4,0,0,2,57,1,1,100,0,0,8,81,1,10,99000,1,11
2019,201901,34304,2019000289210,23684.4,2019000343041,70004,1,1,23529.6,0,0,2,25,6,1,100,0,0,6,65,1,10,27200,1,11
2019,201901,34458,2019000297144,39474.0,2019000344581,12304,1,1,39319.2,1,0,1,55,2,1,100,1,100,2,23,1,10,25000,1,11
2019,201901,34458,2019000297144,39474.0,2019000344581,12304,1,2,68112.0,0,0,1,25,6,1,100,1,100,6,63,1,10,20000,1,11
2019,201901,34768,2019000311953,12693.6,2019000347681,10204,1,1,12693.6,1,0,2,54,6,1,100,0,0,6,65,1,10,65000,2,20
2019,201901,34768,2019000311953,12693.6,2019000347681,10204,1,2,22755.6,0,0,1,27,6,1,100,0,0,3,30,1,10,40000,1,11
